2025-08-18 18:19:16,241:INFO:Created DataLoaders with 5994 training samples and 1998 validation samples.
2025-08-18 18:19:16,791:INFO:model params: 526850
2025-08-18 18:19:17,583:INFO:Epoch: 0/10000 | Train Loss: nan | Dynamic Loss: nan | Regularization Loss: nan | Val Loss: nan | Time: 0.79s
2025-08-18 18:19:22,579:INFO:Epoch: 50/10000 | Train Loss: nan | Dynamic Loss: nan | Regularization Loss: nan | Val Loss: nan | Time: 5.00s
2025-08-18 18:19:27,592:INFO:Epoch: 100/10000 | Train Loss: nan | Dynamic Loss: nan | Regularization Loss: nan | Val Loss: nan | Time: 5.01s
2025-08-18 18:19:32,789:INFO:Epoch: 150/10000 | Train Loss: nan | Dynamic Loss: nan | Regularization Loss: nan | Val Loss: nan | Time: 5.20s
2025-08-18 18:19:37,861:INFO:Epoch: 200/10000 | Train Loss: nan | Dynamic Loss: nan | Regularization Loss: nan | Val Loss: nan | Time: 5.07s
2025-08-18 18:19:42,947:INFO:Epoch: 250/10000 | Train Loss: nan | Dynamic Loss: nan | Regularization Loss: nan | Val Loss: nan | Time: 5.09s
2025-08-18 18:19:49,276:INFO:Epoch: 300/10000 | Train Loss: nan | Dynamic Loss: nan | Regularization Loss: nan | Val Loss: nan | Time: 6.33s
2025-08-18 18:19:54,396:INFO:Epoch: 350/10000 | Train Loss: nan | Dynamic Loss: nan | Regularization Loss: nan | Val Loss: nan | Time: 5.12s
2025-08-18 18:20:03,621:INFO:Epoch: 400/10000 | Train Loss: nan | Dynamic Loss: nan | Regularization Loss: nan | Val Loss: nan | Time: 9.23s
2025-08-18 18:20:08,734:INFO:Epoch: 450/10000 | Train Loss: nan | Dynamic Loss: nan | Regularization Loss: nan | Val Loss: nan | Time: 5.11s
2025-08-18 18:20:13,962:INFO:Epoch: 500/10000 | Train Loss: nan | Dynamic Loss: nan | Regularization Loss: nan | Val Loss: nan | Time: 5.23s
2025-08-18 18:20:19,197:INFO:Epoch: 550/10000 | Train Loss: nan | Dynamic Loss: nan | Regularization Loss: nan | Val Loss: nan | Time: 5.23s
2025-08-18 18:20:24,383:INFO:Epoch: 600/10000 | Train Loss: nan | Dynamic Loss: nan | Regularization Loss: nan | Val Loss: nan | Time: 5.19s
